Date,Open,High,Low,Close,Volume
2024-01-26,183.04,184.62,181.71,183.63,52164500
2024-01-29,184.02,186.95,183.92,186.86,57235200
2024-01-30,186.95,187.33,184.35,186.53,54017100
2024-01-31,187.04,187.82,186.30,187.29,77167900
2024-02-01,188.13,189.14,186.86,188.85,58952700
2024-02-02,189.31,192.13,188.66,185.85,106765600
2024-02-05,186.86,189.41,186.30,188.85,68046400
2024-02-06,188.60,189.98,186.76,189.41,53725300
2024-02-07,189.14,189.88,188.13,189.41,43820700
2024-02-08,189.88,191.70,189.14,189.56,47460200
2024-02-09,189.88,191.08,189.23,190.00,46482500
2024-02-12,189.98,191.70,189.23,190.90,54227700
2024-02-13,190.40,192.68,189.88,191.85,59196500
2024-02-14,191.63,192.13,189.78,191.45,53012000
2024-02-15,191.56,192.70,190.64,182.31,76404300
2024-02-16,182.31,184.62,181.71,182.31,69071500
2024-02-20,182.31,184.14,181.99,182.32,51615400
2024-02-21,181.04,182.13,179.23,182.32,70790800
2024-02-22,183.04,184.14,182.32,184.37,51404900
2024-02-23,184.55,186.40,183.92,182.52,49923000
2024-02-26,182.24,183.92,181.71,181.16,46394900
2024-02-27,181.10,182.32,179.23,180.75,47781300
2024-02-28,181.27,182.76,180.12,181.42,53383600
2024-02-29,182.24,183.12,180.13,180.75,48285700
2024-03-01,180.75,183.04,179.78,179.66,60131000
2024-03-04,176.15,176.90,173.79,176.54,79663300
2024-03-05,175.84,180.13,175.11,180.74,85213900
2024-03-06,179.55,181.27,178.35,179.66,57164300
2024-03-07,177.62,178.99,176.21,178.65,58991300
2024-03-08,177.83,179.71,177.23,170.73,59049000
2024-03-11,169.00,170.76,168.49,172.75,71379600
2024-03-12,172.89,174.91,171.76,173.23,59581200
2024-03-13,172.77,173.48,170.76,171.13,57417900
2024-03-14,171.99,172.62,169.12,173.00,78894200
2024-03-15,173.70,175.38,172.11,172.62,81234200
2024-03-18,173.54,175.84,172.89,173.72,61588200
2024-03-19,176.70,177.03,173.35,176.05,68255400
2024-03-20,177.23,178.67,176.21,178.67,52472900
2024-03-21,177.05,177.49,171.48,171.37,98931900
2024-03-22,171.48,172.62,169.12,172.28,65874500
2024-03-25,169.36,172.63,169.36,170.12,51011800
2024-03-26,170.57,172.47,169.88,169.65,48744700
2024-03-27,171.76,172.62,170.29,173.31,52164500
2024-03-28,172.50,173.23,171.37,171.48,47204800
2024-04-01,171.19,171.87,170.76,170.03,38415500
2024-04-02,168.82,171.76,168.05,168.45,52164500
2024-04-03,168.27,169.59,166.21,169.65,48027700
2024-04-04,169.02,171.24,168.49,168.84,46378400
2024-04-05,169.36,173.04,168.90,169.58,62199000
2024-04-08,170.76,172.04,169.58,169.03,42800300
2024-04-09,168.40,169.84,167.78,169.67,45377800
2024-04-10,168.22,169.36,166.21,167.04,54686000
2024-04-11,168.82,169.36,165.19,165.55,81755800
2024-04-12,167.04,169.59,165.67,168.22,98944600
2024-04-15,171.00,172.04,169.59,172.69,79614300
2024-04-16,172.04,173.35,170.12,172.50,60014200
2024-04-17,172.50,174.02,172.28,173.11,46719600
2024-04-18,173.04,174.02,171.24,173.50,51615400
2024-04-19,172.89,174.52,172.11,172.62,90481100
2024-04-22,171.10,171.38,169.12,169.30,47460200
2024-04-23,170.12,170.64,165.55,169.02,67651600
2024-04-24,169.88,171.00,168.49,169.33,53383600
2024-04-25,169.50,170.59,164.90,169.89,83763800
2024-04-26,169.20,169.88,166.29,169.30,51511700
2024-04-29,167.04,169.59,166.21,173.50,90370300
2024-04-30,173.31,174.52,172.11,173.03,113316400
2024-05-01,173.04,174.52,172.11,173.50,52722800
2024-05-02,172.04,173.35,170.12,173.03,58312200
2024-05-03,175.23,176.82,173.35,176.19,73641400
2024-05-06,177.00,177.78,175.46,176.19,52487400
2024-05-07,176.82,177.03,174.91,182.40,75701800
2024-05-08,182.89,184.21,182.24,183.38,51988100
2024-05-09,183.38,184.62,182.13,182.74,48527200
2024-05-10,182.52,184.14,181.99,183.05,51988100
2024-05-13,183.92,184.62,182.13,183.05,56976200
2024-05-14,183.92,185.28,182.89,183.38,48527200
2024-05-15,184.90,186.40,183.92,189.87,67696400
2024-05-16,190.44,191.08,189.14,189.84,69858500
2024-05-17,189.51,191.70,188.66,189.72,67637100
2024-05-20,190.98,192.25,189.88,191.04,52487400
2024-05-21,191.09,193.12,190.92,192.35,43675600
2024-05-22,192.90,193.65,192.13,192.78,39630800
2024-05-23,193.00,194.07,191.42,192.25,43820700
2024-05-24,192.56,194.22,192.00,192.90,44713500
2024-05-28,193.61,195.32,192.90,189.98,52164500
2024-05-29,189.61,192.25,189.51,190.29,52722800
2024-05-30,190.94,192.18,189.23,191.29,57417900
2024-05-31,192.25,192.57,189.10,192.25,75703700
2024-06-03,194.03,194.99,192.52,194.03,45281100
2024-06-04,194.77,196.00,193.00,194.35,48027700
2024-06-05,196.90,197.30,194.87,195.87,47644400
2024-06-06,195.69,196.50,194.17,194.48,38879500
2024-06-07,194.14,196.94,194.14,196.89,41532300
2024-06-10,196.90,197.92,196.00,193.12,52696400
2024-06-11,193.66,195.96,193.17,193.65,43675600
2024-06-12,207.35,220.20,206.90,213.07,525520800
2024-06-13,214.24,216.75,211.60,214.29,122852000
2024-06-14,212.81,215.86,211.31,212.49,99383600
2024-06-17,211.84,212.81,209.75,212.00,72948200
2024-06-18,211.17,216.67,209.23,214.24,96219100
2024-06-19,214.00,215.86,213.32,214.29,61588200
2024-06-20,214.92,216.75,214.07,209.68,96418800
2024-06-21,208.41,211.84,207.35,207.49,96418800
2024-06-24,207.23,212.39,206.39,207.23,60014200
2024-06-25,206.39,211.17,206.39,209.07,48027700
2024-06-26,209.07,212.39,208.51,212.55,41342300
2024-06-27,213.07,214.92,212.00,214.10,43014200
2024-06-28,215.00,216.75,214.24,210.62,68254300
2024-07-01,209.75,215.86,209.23,210.38,48087700
2024-07-02,206.90,214.24,205.82,213.25,56670900
2024-07-03,215.45,216.75,214.75,215.45,27497700
2024-07-05,214.24,218.24,213.50,226.40,90370300
2024-07-08,227.00,228.90,224.00,227.82,71656200
2024-07-09,227.30,228.79,226.50,228.68,43820700
2024-07-10,231.81,232.92,226.27,232.98,79663300
2024-07-11,234.81,237.23,233.35,227.57,112117500
2024-07-12,230.54,233.08,228.89,230.54,71285000
2024-07-15,228.00,229.90,226.50,234.82,85516500
2024-07-16,232.39,234.14,230.30,234.40,68445600
2024-07-17,224.82,225.45,222.84,224.31,97918500
2024-07-18,224.50,225.59,223.27,224.18,54147100
2024-07-19,224.82,226.80,223.27,224.49,61707600
2024-07-22,225.01,225.70,223.25,223.96,43590800
2024-07-23,225.70,227.85,224.62,225.01,47460200
2024-07-24,218.62,225.50,217.10,218.54,73715700
2024-07-25,217.39,220.85,216.00,217.49,65447400
2024-07-26,219.15,222.77,218.27,218.24,52238100
2024-07-29,218.90,220.85,216.70,218.80,54227700
2024-07-30,218.09,220.86,216.96,218.36,55556200
2024-07-31,224.82,225.45,220.27,222.66,120103700
2024-08-01,218.09,222.50,217.71,209.27,96904000
2024-08-02,206.90,212.23,199.38,207.23,119548500
2024-08-05,199.09,213.64,196.37,209.82,142689800
2024-08-06,207.23,213.64,206.39,207.23,71598400
2024-08-07,206.90,213.08,206.39,209.82,58340400
2024-08-08,213.64,216.75,211.10,213.31,55556200
2024-08-09,212.49,216.75,211.84,213.31,46036500
2024-08-12,213.64,216.75,212.49,213.31,43014200
2024-08-13,214.75,220.85,214.24,220.85,51029700
2024-08-14,219.75,223.27,218.62,221.27,46965300
2024-08-15,224.82,226.50,222.39,224.72,54105100
2024-08-16,226.50,226.80,224.24,226.50,46377700
2024-08-19,225.59,227.30,223.96,225.77,42388600
2024-08-20,225.77,227.30,224.72,225.77,38879500
2024-08-21,226.50,228.79,225.01,226.50,46229900
2024-08-22,225.01,228.24,224.24,224.53,47716900
2024-08-23,226.40,228.24,225.01,226.47,50672100
2024-08-26,227.82,229.00,226.27,227.18,37851200
2024-08-27,227.39,229.00,226.50,227.37,41516200
2024-08-28,226.50,228.24,225.77,226.49,42628800
2024-08-29,228.03,229.00,226.27,229.00,48793300
2024-08-30,229.79,230.62,228.15,229.00,50974600
2024-09-03,227.79,229.00,224.24,222.77,68039400
2024-09-04,220.58,223.96,217.71,220.85,68711000
2024-09-05,220.27,223.08,219.39,222.38,51988100
2024-09-06,220.74,223.27,217.24,220.82,59049000
2024-09-09,220.91,223.08,217.71,220.91,62199000
2024-09-10,222.50,223.55,219.82,220.11,57235200
2024-09-11,222.66,223.96,219.82,222.50,53477900
2024-09-12,222.77,224.53,219.82,222.77,56377100
2024-09-13,223.58,224.05,221.91,222.66,49337700
2024-09-16,216.79,217.16,213.92,216.79,75330500
2024-09-17,215.96,216.85,214.15,216.32,51216800
2024-09-18,217.71,220.85,216.96,220.69,61246300
2024-09-19,221.69,225.77,221.27,228.87,148934800
2024-09-20,228.03,229.05,226.27,228.20,90865900
2024-09-23,226.47,227.79,225.77,226.47,43822800
2024-09-24,227.79,229.90,226.27,227.37,46965300
2024-09-25,224.53,227.30,223.08,226.37,52057700
2024-09-26,227.37,228.79,226.27,227.37,44297400
2024-09-27,227.82,229.00,226.27,227.82,49515600
2024-09-30,228.60,232.92,227.82,233.00,124952900
